stimulus;name_stimulus;cropping_percentage;orientation(0:vertical_1:horizontal);image_ref_position(0:right/down_1:left/up);answer;time_reaction;entropy
5500.000000;contemporary05500.png;693.000000;1.000000;1.000000;right;5.715834;6.040553
4800.000000;contemporary04800.png;248.000000;0.000000;1.000000;left;1.585855;6.036280
17100.000000;contemporary17100.png;435.000000;1.000000;1.000000;left;0.842039;6.036137
2450.000000;contemporary02450.png;370.000000;1.000000;0.000000;right;1.400118;6.031293
17500.000000;contemporary17500.png;630.000000;1.000000;0.000000;left;0.886499;6.031178
11900.000000;contemporary11900.png;173.000000;1.000000;0.000000;left;2.762068;6.029798
2450.000000;contemporary02450.png;270.000000;1.000000;1.000000;right;1.570434;6.025029
15700.000000;contemporary15700.png;399.000000;0.000000;1.000000;left;1.870262;6.024769
15900.000000;contemporary15900.png;445.000000;1.000000;0.000000;left;1.618172;6.024532
6600.000000;contemporary06600.png;631.000000;1.000000;1.000000;left;3.760207;6.020926
500.000000;contemporary00500.png;363.000000;1.000000;0.000000;right;0.858350;6.016961
2950.000000;contemporary02950.png;295.000000;1.000000;0.000000;right;0.636490;6.012145
6550.000000;contemporary06550.png;428.000000;0.000000;1.000000;right;4.292613;5.990238
6650.000000;contemporary06650.png;409.000000;0.000000;1.000000;left;1.820414;5.986774
18800.000000;contemporary18800.png;340.000000;1.000000;1.000000;left;2.028673;5.986716
2500.000000;contemporary02500.png;150.000000;0.000000;0.000000;right;2.286909;5.982170
6600.000000;contemporary06600.png;107.000000;0.000000;1.000000;left;1.890983;5.978608
2400.000000;contemporary02400.png;479.000000;0.000000;1.000000;right;1.281009;5.974017
19400.000000;contemporary19400.png;699.000000;1.000000;1.000000;left;0.928838;5.973978
7950.000000;contemporary07950.png;358.000000;0.000000;0.000000;right;2.688962;5.941819
1800.000000;contemporary01800.png;138.000000;1.000000;0.000000;right;0.906844;5.937688
15700.000000;contemporary15700.png;468.000000;0.000000;1.000000;left;1.483427;5.937409
17200.000000;contemporary17200.png;214.000000;1.000000;0.000000;left;1.256919;5.937270
17500.000000;contemporary17500.png;402.000000;1.000000;1.000000;left;1.119033;5.937150
15500.000000;contemporary15500.png;221.000000;1.000000;0.000000;left;2.587257;5.936846
6700.000000;contemporary06700.png;472.000000;1.000000;1.000000;right;7.681588;5.914496
13050.000000;contemporary13050.png;410.000000;0.000000;1.000000;left;1.157334;5.913555
2550.000000;contemporary02550.png;517.000000;1.000000;0.000000;left;1.271666;5.894720
15950.000000;contemporary15950.png;316.000000;1.000000;0.000000;left;1.869339;5.894418
4700.000000;contemporary04700.png;541.000000;1.000000;0.000000;left;1.053936;5.890184
12400.000000;contemporary12400.png;571.000000;1.000000;1.000000;left;1.425886;5.888903
2400.000000;contemporary02400.png;455.000000;0.000000;0.000000;right;1.629779;5.884835
1300.000000;contemporary01300.png;601.000000;0.000000;0.000000;right;1.005596;5.880925
16650.000000;contemporary16650.png;502.000000;0.000000;1.000000;left;2.333804;5.880719
5450.000000;contemporary05450.png;173.000000;1.000000;1.000000;right;0.887798;5.868632
10050.000000;contemporary10050.png;133.000000;0.000000;0.000000;left;2.799760;5.866061
500.000000;contemporary00500.png;600.000000;0.000000;1.000000;right;0.836061;5.862597
8050.000000;contemporary08050.png;158.000000;1.000000;1.000000;left;1.331969;5.859468
2700.000000;contemporary02700.png;186.000000;1.000000;1.000000;right;0.690401;5.855886
150.000000;contemporary00150.png;610.000000;1.000000;1.000000;right;1.286001;5.852840
19700.000000;contemporary19700.png;263.000000;1.000000;0.000000;left;3.519948;5.852794
7750.000000;contemporary07750.png;558.000000;1.000000;0.000000;left;1.562362;5.849837
11600.000000;contemporary11600.png;202.000000;1.000000;1.000000;left;1.090221;5.848379
9800.000000;contemporary09800.png;666.000000;0.000000;1.000000;left;1.272487;5.845978
6750.000000;contemporary06750.png;420.000000;1.000000;1.000000;right;2.678272;5.822859
12050.000000;contemporary12050.png;243.000000;0.000000;1.000000;left;1.792677;5.821552
16700.000000;contemporary16700.png;167.000000;0.000000;0.000000;left;1.758432;5.821356
2550.000000;contemporary02550.png;600.000000;0.000000;0.000000;right;1.390879;5.818116
6800.000000;contemporary06800.png;184.000000;0.000000;0.000000;left;3.020415;5.815895
2200.000000;contemporary02200.png;254.000000;0.000000;0.000000;right;1.766577;5.812709
6800.000000;contemporary06800.png;397.000000;0.000000;1.000000;right;2.184926;5.789426
6100.000000;contemporary06100.png;144.000000;1.000000;0.000000;right;0.564757;5.773189
100.000000;contemporary00100.png;100.000000;0.000000;0.000000;right;1.318672;5.770299
3600.000000;contemporary03600.png;205.000000;0.000000;0.000000;right;2.344759;5.767051
10000.000000;contemporary10000.png;664.000000;1.000000;0.000000;left;2.137185;5.764755
7100.000000;contemporary07100.png;414.000000;0.000000;0.000000;right;1.839086;5.739633
1750.000000;contemporary01750.png;204.000000;0.000000;0.000000;right;2.934929;5.736337
18900.000000;contemporary18900.png;677.000000;0.000000;1.000000;left;2.857120;5.736252
200.000000;contemporary00200.png;524.000000;1.000000;1.000000;right;0.945001;5.733394
8850.000000;contemporary08850.png;564.000000;0.000000;0.000000;left;1.205510;5.730742
6950.000000;contemporary06950.png;614.000000;1.000000;0.000000;left;1.785126;5.728926
3000.000000;contemporary03000.png;647.000000;1.000000;1.000000;left;4.799476;5.711598
9850.000000;contemporary09850.png;612.000000;0.000000;0.000000;left;1.463434;5.709103
17650.000000;contemporary17650.png;419.000000;0.000000;1.000000;left;0.675591;5.708956
2650.000000;contemporary02650.png;212.000000;0.000000;0.000000;right;1.763385;5.706117
6900.000000;contemporary06900.png;129.000000;1.000000;1.000000;right;1.255816;5.683598
2650.000000;contemporary02650.png;246.000000;0.000000;0.000000;right;1.389760;5.680404
18950.000000;contemporary18950.png;592.000000;1.000000;1.000000;left;3.807496;5.680316
4400.000000;contemporary04400.png;213.000000;0.000000;0.000000;right;1.925665;5.675730
7000.000000;contemporary07000.png;475.000000;1.000000;1.000000;left;4.308056;5.673794
7000.000000;contemporary07000.png;401.000000;0.000000;1.000000;right;1.125883;5.651749
14100.000000;contemporary14100.png;549.000000;1.000000;1.000000;left;3.043811;5.650963
2700.000000;contemporary02700.png;308.000000;1.000000;0.000000;right;0.894202;5.647650
3700.000000;contemporary03700.png;504.000000;0.000000;0.000000;right;1.421926;5.644500
12400.000000;contemporary12400.png;105.000000;0.000000;1.000000;left;3.240283;5.643139
7000.000000;contemporary07000.png;644.000000;1.000000;0.000000;left;3.660145;5.641279
650.000000;contemporary00650.png;603.000000;1.000000;1.000000;right;1.556499;5.638463
1450.000000;contemporary01450.png;450.000000;0.000000;1.000000;right;0.684539;5.635766
13050.000000;contemporary13050.png;536.000000;1.000000;0.000000;left;6.062240;5.634800
9600.000000;contemporary09600.png;134.000000;0.000000;1.000000;left;1.654584;5.632572
7000.000000;contemporary07000.png;678.000000;1.000000;0.000000;left;0.906968;5.631373
4850.000000;contemporary04850.png;660.000000;0.000000;0.000000;right;1.342716;5.625710
6850.000000;contemporary06850.png;338.000000;0.000000;0.000000;right;1.612762;5.603633
3300.000000;contemporary03300.png;154.000000;0.000000;1.000000;left;3.392521;5.588858
300.000000;contemporary00300.png;574.000000;1.000000;0.000000;right;1.690760;5.585820
7050.000000;contemporary07050.png;136.000000;1.000000;0.000000;left;2.394734;5.583922
11100.000000;contemporary11100.png;603.000000;0.000000;1.000000;left;1.956974;5.582011
16200.000000;contemporary16200.png;267.000000;1.000000;1.000000;left;1.799008;5.581711
2750.000000;contemporary02750.png;472.000000;1.000000;1.000000;left;4.265100;5.563913
2700.000000;contemporary02700.png;253.000000;0.000000;1.000000;right;2.153011;5.560442
17800.000000;contemporary17800.png;535.000000;1.000000;0.000000;left;1.651254;5.560279
9450.000000;contemporary09450.png;342.000000;1.000000;1.000000;left;1.673538;5.557346
2250.000000;contemporary02250.png;407.000000;0.000000;0.000000;right;0.607662;5.554281
13200.000000;contemporary13200.png;418.000000;1.000000;1.000000;left;1.625188;5.553257
16500.000000;contemporary16500.png;291.000000;1.000000;0.000000;left;1.861443;5.552985
13850.000000;contemporary13850.png;165.000000;0.000000;0.000000;left;1.039302;5.552186
8150.000000;contemporary08150.png;526.000000;1.000000;0.000000;left;0.989571;5.549812
7000.000000;contemporary07000.png;647.000000;1.000000;1.000000;left;3.453641;5.548473
2750.000000;contemporary02750.png;603.000000;0.000000;1.000000;right;0.879996;5.546509
18750.000000;contemporary18750.png;451.000000;0.000000;0.000000;left;6.058033;5.546422
15750.000000;contemporary15750.png;365.000000;0.000000;0.000000;left;0.957677;5.546095
15700.000000;contemporary15700.png;224.000000;1.000000;0.000000;left;0.909829;5.545762
3350.000000;contemporary03350.png;443.000000;1.000000;0.000000;left;0.532012;5.531202
3700.000000;contemporary03700.png;645.000000;0.000000;1.000000;right;1.269993;5.528664
850.000000;contemporary00850.png;583.000000;0.000000;0.000000;right;0.743797;5.526110
7000.000000;contemporary07000.png;318.000000;1.000000;1.000000;left;1.046333;5.525153
12850.000000;contemporary12850.png;297.000000;1.000000;1.000000;left;1.164066;5.524190
19400.000000;contemporary19400.png;452.000000;0.000000;0.000000;left;0.880276;5.524127
6950.000000;contemporary06950.png;556.000000;0.000000;1.000000;right;2.074302;5.501058
4700.000000;contemporary04700.png;217.000000;1.000000;1.000000;left;2.658613;5.496771
15100.000000;contemporary15100.png;538.000000;0.000000;0.000000;left;1.574247;5.496281
15250.000000;contemporary15250.png;144.000000;0.000000;1.000000;left;1.152193;5.495821
17800.000000;contemporary17800.png;359.000000;0.000000;1.000000;left;1.074160;5.495668
1000.000000;contemporary01000.png;558.000000;1.000000;1.000000;right;1.966469;5.492741
4600.000000;contemporary04600.png;411.000000;0.000000;1.000000;right;0.690467;5.488282
16400.000000;contemporary16400.png;508.000000;1.000000;0.000000;left;0.838549;5.488008
18400.000000;contemporary18400.png;239.000000;0.000000;0.000000;left;0.450519;5.487896
12650.000000;contemporary12650.png;554.000000;1.000000;1.000000;left;0.782360;5.486732
19100.000000;contemporary19100.png;679.000000;1.000000;0.000000;left;1.206710;5.486650
1300.000000;contemporary01300.png;448.000000;0.000000;1.000000;right;0.502522;5.484132
17550.000000;contemporary17550.png;359.000000;1.000000;1.000000;left;2.286660;5.483973
12850.000000;contemporary12850.png;581.000000;0.000000;0.000000;left;1.476825;5.482941
7000.000000;contemporary07000.png;321.000000;0.000000;1.000000;right;3.730919;5.461106
